MF102,MF117,MF121,MF1223,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF2,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF697,MF7,MF78,MF89,MF9
0.3882292,8.33057,6.712519,0.0,10.285853,11.338845,0.0,96.328735,9.915569,18.022383,4.967387,13.22829,35.800278,0.0,0.20733458,30.463734,6.1767173,0.0,10.414242,0.0,9.568616,12.771096,4.376741,0.0,0.0,2.5696392,8.502071,0.0,10.271589,14.276398,0.0,3.558081,0.0,4.196193,6.1553345,0.038962826,47.47058,0.0,61.94293,0.0,10.583198,1.1901321
0.0,2.8424127,3.5438426,0.0,0.0,8.754452,0.0,114.053825,0.0,13.778376,3.3661783,12.952045,37.03565,3.3188245,0.0,27.064173,0.804922,0.0,24.631258,0.0,3.9021213,2.7627938,7.963745,0.0,0.0,6.482315,17.458187,2.0310972,0.0,0.0,0.0,2.5599346,0.0,0.0,0.0,0.0,16.95926,0.0,49.27605,0.0,6.732737,0.16210905
0.0,19.899979,0.0,0.0,0.0,0.0,26.509974,50.45998,21.151926,0.0,8.050451,15.377039,31.803858,7.215497,0.0,0.0,0.0,0.0,10.399896,0.0,0.0,16.857862,23.268213,66.41964,0.0,0.0,10.079741,3.2085624,19.55854,0.0,0.0,2.4935417,43.259853,9.641902,0.0,1.3290743,6.3969545,0.0,653.0688,16.767315,6.1810303,0.0
50.085476,16.546524,13.818814,0.0,108.44459,19.650763,43.62726,44.421696,42.022156,46.05037,4.929908,0.0,30.94109,4.743663,92.06592,157.04274,41.434338,0.0,6.22098,14.22104,6.08974,18.088312,44.82439,68.18513,0.0,0.0,41.947483,6.0995054,14.981682,3.4148264,0.0,13.056417,0.0,4.862951,0.0,27.100836,18.168163,10.417552,945.39984,26.877373,0.0,7.954901
10.772538,5.129427,9.984554,0.0,42.05893,10.403193,0.0,95.60864,7.6144075,9.59199,18.448532,4.3666406,34.682575,0.29821405,4.903767,30.804007,8.097416,0.0,29.20259,0.05812006,8.958908,7.4884377,7.8290334,17.65914,0.0,2.5061882,28.67845,0.0,2.1239603,7.8759665,0.0,3.0367305,0.0,2.2729456,6.2737503,0.49502993,11.11957,5.461398,53.133457,0.0,0.0,0.30673024
0.0,3.32024,0.29321507,0.0,0.0,4.1995573,0.0,126.83994,8.96135,0.0,8.111821,13.612557,43.4199,3.7293966,0.0,15.934069,2.5667224,0.0,18.886425,0.0,6.0369506,2.4007523,17.629364,27.756264,0.0,0.5092473,13.354233,0.0,0.0,0.0,0.0,3.7582047,0.0,0.1687744,0.0,0.0,26.51118,0.0,86.40418,0.0,0.48481908,2.17682
0.6343569,34.77997,0.0,0.0,7.2753625,5.482688,38.392715,85.6128,34.062172,0.0,18.605534,17.426916,48.2039,15.865277,27.085827,12.916009,1.9149615,0.0,27.73362,0.0,14.865537,18.975912,48.07903,157.16379,0.0,0.0,29.005241,2.524073,36.126274,0.0,0.0,10.07954,145.90428,13.4559355,0.0,0.08663963,0.0,1.0561836,1088.83,26.469038,6.5985045,0.0
38.1737,11.747151,14.36096,0.0,88.11766,8.117214,28.980774,29.546253,39.51351,73.3459,6.167567,0.0,46.084816,2.2574847,61.229034,106.14244,32.192795,0.0,5.4792542,12.495525,0.0,20.309774,37.89715,50.663143,0.0,0.0,38.441395,5.9600782,11.653587,0.0,0.0,7.70059,0.0,2.602394,0.0,30.128515,28.190607,10.165945,637.8188,13.159598,0.0,3.19488
10.207742,4.10158,11.722067,0.0,43.17001,9.907535,0.0,95.15948,7.4437647,5.55924,17.475807,6.975745,41.566933,1.6104909,6.465567,34.947376,8.574147,0.0,29.376663,0.19457774,6.7922754,11.523495,8.886108,19.829824,0.0,0.6633927,27.127497,0.0,3.06197,4.458909,0.0,4.642829,0.0,4.795163,5.2857842,0.0,20.919928,5.684657,40.105045,0.0,0.0,0.5856816
0.0,0.59754527,0.0,0.0,0.0,2.1947587,0.0,130.54958,10.628196,0.0,6.8049874,10.836479,33.941452,3.2400148,0.0,13.170613,3.9350193,0.0,16.290619,0.0,17.856216,7.9587235,21.57851,10.437149,0.0,2.8286793,14.613889,0.0,0.0,0.0,0.0,0.0,0.0,3.486427,0.0,0.0,12.998049,0.0,52.161304,0.0,2.726839,0.0
0.0,23.81349,0.0,0.0,0.0,0.0,24.681845,62.174236,27.047178,0.0,13.335087,19.97175,36.964855,15.313924,0.0,0.0,0.0,0.0,21.446585,0.0,3.9833307,16.73418,30.177475,111.06799,0.0,0.0,8.3796625,0.0,29.171013,0.0,0.0,0.0,109.54947,11.05654,0.0,0.0,0.0,0.0,626.9975,14.728507,4.237995,0.0
46.8359,19.410786,10.554619,0.0,91.90121,12.03164,46.138775,38.39155,47.110542,81.639404,0.0,0.0,38.11052,5.883333,85.15404,139.5664,38.62324,0.0,7.9247127,13.59804,8.698141,26.280748,54.816204,72.38048,0.0,0.0,33.51633,6.509841,21.989874,0.0,0.0,15.893364,0.0,10.346883,0.0,24.145111,21.22407,10.0970125,992.3448,27.14732,0.0,4.42401
11.559772,4.881577,10.364995,0.0,44.176975,10.106621,0.0,93.77586,7.4998636,8.787659,18.558205,4.4863214,35.138474,0.94551945,5.9503717,32.280533,8.364524,0.0,30.208893,0.4976377,8.047733,8.062459,8.693164,18.268906,0.0,1.8833658,29.217577,0.0,1.8960024,6.068468,0.0,3.3119116,0.0,3.2529805,5.9960246,0.0,10.710679,5.964593,52.08237,0.0,0.0,0.4163656
0.0,0.25616884,0.0,0.0,0.0,0.19913109,0.0,130.03873,14.509705,0.0,6.40485,10.433162,27.801434,3.3099902,0.0,13.686905,3.6850152,0.0,14.468961,0.0,19.861986,6.280012,20.515068,14.763014,0.0,5.431284,11.062868,0.0,0.0,0.0,0.0,0.0,0.0,1.9566438,0.0,0.0,10.975946,0.0,47.52716,0.0,3.8760283,1.922148
0.0,21.255272,0.0,0.0,0.0,0.0,26.248043,55.718292,29.104399,0.0,9.715779,16.835232,20.717237,13.045341,0.0,0.0,0.0,0.0,15.467112,0.0,8.301725,14.367762,28.309391,88.17738,0.0,4.780596,3.8321164,1.0497113,27.588736,0.0,0.0,0.0,102.06932,8.834754,0.0,4.5212407,0.0,0.0,530.23114,16.346552,7.904083,0.0
29.889303,7.772815,3.5883067,0.0,37.707558,2.4465184,35.795845,8.622184,40.362003,1.0690377,0.0,0.9760309,16.182083,2.5828726,32.524944,95.778404,28.490644,0.0,0.0,7.7176375,0.0,17.538881,30.785757,25.69519,0.0,0.0,13.428989,0.0,10.787631,0.94361347,0.0,5.6475115,0.0,6.1967025,0.0,29.873919,25.80852,6.796997,481.02045,18.274584,0.0,5.5728965
1.984741,1.7698629,1.3210723,0.0,14.723539,5.3173056,0.0,50.245106,12.734712,17.886143,2.4394639,5.669338,23.733572,0.0,0.0,18.919104,5.362755,0.0,14.883772,0.058159668,0.0,6.454604,0.9512462,14.971974,0.0,3.637715,8.071382,0.0,7.9532356,2.4629035,0.0,3.5531707,0.0,0.0,0.0,0.0,23.483128,4.020574,32.02304,0.0,0.0,0.0
2.5666764,0.0,0.0,0.0,0.0,0.0,0.0,59.9157,5.058999,51.145443,0.0,1.6240774,5.150905,3.6360357,0.0,7.393681,1.3409722,0.0,18.88362,0.0,9.694988,7.297829,19.271364,0.0,0.0,1.065103,3.1619709,0.0,0.0,0.0,0.0,1.7936277,28.156675,4.9029584,0.0,0.0,0.0,0.8618555,19.693956,0.0,4.392849,0.0
