MF;abpcode;scientificName;taxonRank;scientificName_GBIF;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;establishmentMeans;Ind.NonInd;trophic
1068;A02564;Enochrus fuscipennis (Thomson, C. G., 1884);species;Enochrus fuscipennis (C.G.Thomson, 1884);Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;fuscipennis;NA;(Thomson, C. G., 1884);I;NonInd;S
1071;A00672;Chalcoscirtus infimus (Simon, 1868);species;Chalcoscirtus infimus (Simon, 1868);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Chalcoscirtus;infimus;NA;(Simon, 1868);I;NonInd;P
1072;A00623;Eidmannella pallida (Emerton, 1875);species;Eidmannella pallida (Emerton, 1875);Animalia;Arthropoda;Arachnida;Araneae;Nesticidae;Eidmannella;pallida;NA;(Emerton, 1875);I;NonInd;P
1073;A00446;Calligrapha polyspila (Germar, 1821);species;Calligrapha polyspila (Germar, 1821);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Calligrapha;polyspila;NA;(Germar, 1821);I;NonInd;H
1074;A01311;Cixius azopicavus Hoch, 1991;species;Cixius azopicavus Hoch, 1991;Animalia;Arthropoda;Insecta;Hemiptera;Cixiidae;Cixius;azopicavus;NA;Hoch, 1991;E;Ind;H
1075;A00624;Parasteatoda tepidariorum (C. L. Koch, 1841);species;Parasteatoda tepidariorum (C.L.Koch, 1841);Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Parasteatoda;tepidariorum;NA;(C. L. Koch, 1841);I;NonInd;P
1076;NA;Cacopsylla sp.;genus;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Cacopsylla;sp.;NA;NA;I;NonInd;H
1077;NA;Salticidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Gen.;sp.;NA;NA;I;NonInd;P
1078;A00107;Platystethus nitens (Sahlberg, 1832);species;Platystethus nitens (C.R.Sahlberg, 1832);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Platystethus;nitens;NA;(Sahlberg, 1832);Indeterminate;Indeterminate;P
1079;A00510;Rhopalomesites tardyi (Curtis, 1825);species;Rhopalomesites tardii (J.Curtis, 1825);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Rhopalomesites;tardyi;NA;(Curtis, 1825);I;NonInd;H
1080;NA;Caulotrupis sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Caulotrupis;sp.;NA;NA;E;Ind;H
1081;A00563;Segestria florentina (Rossi, 1790);species;Segestria florentina (Rossi, 1790);Animalia;Arthropoda;Arachnida;Araneae;Segestriidae;Segestria;florentina;NA;(Rossi, 1790);I;NonInd;P
1082;A00645;Textrix caudata L. Koch, 1872;species;Textrix caudata L.Koch, 1872;Animalia;Arthropoda;Arachnida;Araneae;Agelenidae;Textrix;caudata;NA;L. Koch, 1872;I;NonInd;P
1083;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1084;A01138;Sympetrum fonscolombii (Selys, 1840);species;Sympetrum fonscolombii Selys, 1840;Animalia;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;(Selys, 1840);N;Ind;P
1085;A00726;Drouetius azoricus nitens Machado, 2009;subspecies;Drouetius azoricus nitens Machado, 2009;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Drouetius;azoricus;nitens;Machado, 2009;E;Ind;H
1086;A00480;Cathormiocerus curvipes (Wollaston, 1854);species;Cathormiocerus curvipes Wollaston, 1854;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Cathormiocerus;curvipes;NA;(Wollaston, 1854);N;Ind;H
1088;A02375;Drouetius borgesi sanctimichaelis Machado, 2009;subspecies;Drouetius borgesi sanctimichaelis Machado, 2009;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Drouetius;borgesi;sanctimichaelis;Machado, 2009;E;Ind;H
1089;A02376;Drouetius borgesi centralis Machado, 2009;subspecies;Drouetius borgesi centralis Machado, 2009;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Drouetius;borgesi;centralis;Machado, 2009;E;Ind;H
1090;NA;Erigone sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Erigone;sp.;NA;NA;I;NonInd;P
1091;A00015;Trechus terceiranus Machado, 1988;species;Trechus terceiranus Machado, 1988;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;terceiranus;NA;Machado, 1988;E;Ind;P
1092;A00911;Pseudoblothrus vulcanus Mahnert, 1990;species;Pseudoblothrus vulcanus Mahnert, 1990;Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Syarinidae;Pseudoblothrus;vulcanus;NA;Mahnert, 1990;E;Ind;P
1093;A00552;Trechus isabelae Borges & Serrano, 2007;species;Trechus isabelae Borges & Serrano, 2007;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;isabelae;NA;Borges & Serrano, 2007;E;Ind;P
1094;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;E;Ind;P
1095;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;E;Ind;P
1096;A02412;Eremocoris maderensis (Wollaston, 1858);species;Eremocoris maderensis (Wollaston, 1858);Animalia;Arthropoda;Insecta;Hemiptera;Rhyparochromidae;Eremocoris;maderensis;NA;(Wollaston, 1858);N;Ind;H
1097;NA;Rhizophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Rhizophagidae;Gen.;sp.;NA;NA;I;NonInd;H
1098;A00030;Olisthopus inclavatus Israelson, 1983;species;Olisthopus inclavatus Israelson, 1983;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Olisthopus;inclavatus;NA;Israelson, 1983;E;Ind;P
1099;NA;Carpophilus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Carpophilus;sp.;NA;NA;I;NonInd;S
1100;A00665;Zelotes tenuis (L. Koch, 1866);species;Zelotes tenuis (L.Koch, 1866);Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Zelotes;tenuis;NA;(L. Koch, 1866);I;NonInd;P
1101;A00352;Holoparamecus caularum (Aubé, 1843);species;Holoparamecus caularum (Aubé, 1843);Animalia;Arthropoda;Insecta;Coleoptera;Endomychidae;Holoparamecus;caularum;NA;(Aubé, 1843);I;NonInd;S
1102;A02390;Carausius morosus (Sinéty, 1901);species;Carausius morosus Brunner von Wattenwyl, 1907;Animalia;Arthropoda;Insecta;Phasmida;Phasmatidae;Carausius;morosus;NA;(Sinéty, 1901);I;NonInd;H
1104;A00368;Rhyzobius litura (Fabricius, 1787);species;Rhyzobius litura (Fabricius, 1787);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Rhyzobius;litura;NA;(Fabricius, 1787);N;Ind;P
1105;NA;Bruchus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Bruchus;sp.;NA;NA;I;NonInd;H
1106;NA;Sitona sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Sitona;sp.;NA;NA;I;NonInd;H
1109;NA;Epuraea sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Epuraea;sp.;NA;NA;I;NonInd;S
1110;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1111;A00495;Brachypera multifida (Israelson, 1984);species;Brachypera multifida Skuhrovec, 2008;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Brachypera;multifida;NA;(Israelson, 1984);E;Ind;H
1112;A02407;Uleiota planata (Linnaeus, 1761);species;Uleiota planatus (Linnaeus, 1760);Animalia;Arthropoda;Insecta;Coleoptera;Silvanidae;Uleiota;planata;NA;(Linnaeus, 1761);I;NonInd;P
1113;A01141;Loboptera decipiens (Germar, 1817);species;Loboptera decipiens (Germar, 1817);Animalia;Arthropoda;Insecta;Blattodea;Ectobiidae;Loboptera;decipiens;NA;(Germar, 1817);N;Ind;S
1114;A00227;Calamosternus granarius (Linnaeus, 1767);species;Calamosternus granarius (Linnaeus, 1767);Animalia;Arthropoda;Insecta;Coleoptera;Aphodiidae;Calamosternus;granarius;NA;(Linnaeus, 1767);I;NonInd;S
1115;A00284;Psilothrix viridicoerulea (Geoffroy, 1785);species;Psilothrix viridicoerulea (Geoffroy, 1785);Animalia;Arthropoda;Insecta;Coleoptera;Dasytidae;Psilothrix;viridicoerulea;NA;(Geoffroy, 1785);N;Ind;P
1117;A00454;Psylliodes chrysocephalus (Linnaeus, 1758);species;Psylliodes chrysocephalus (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Psylliodes;chrysocephalus;NA;(Linnaeus, 1758);I;NonInd;H
1118;A00662;Micaria pallipes (Lucas, 1846);species;Micaria pallipes (Lucas, 1846);Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Micaria;pallipes;NA;(Lucas, 1846);I;NonInd;P
1119;A01391;Ectomocoris chiragra (Fabricius, 1803);species;Ectomocoris chiragra (Fabricius, 1803);Animalia;Arthropoda;Insecta;Hemiptera;Reduviidae;Ectomocoris;chiragra;NA;(Fabricius, 1803);N;Ind;P
1120;A00002;Notiophilus quadripunctatus Dejean, 1826;species;Notiophilus quadripunctatus Dejean, 1826;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;quadripunctatus;NA;Dejean, 1826;N;Ind;P
1121;A02458;Lixus pulverulentus (Scopoli, 1763);species;Lixus pulverulentus (J.A.Scopoli, 1763);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Lixus;pulverulentus;NA;(Scopoli, 1763);I;NonInd;H
1124;A00051;Microlestes negrita negrita (Wollaston, 1854);subspecies;Microlestes negrita (Wollaston, 1854);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Microlestes;negrita;negrita;(Wollaston, 1854);N;Ind;P
1125;A00488;Sitona lineatus (Linnaeus, 1758);species;Sitona lineatus (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Sitona;lineatus;NA;(Linnaeus, 1758);I;NonInd;H
1126;A01345;Aphanus rolandri (Linnaeus, 1758);species;Aphanus rolandri (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Hemiptera;Rhyparochromidae;Aphanus;rolandri;NA;(Linnaeus, 1758);N;Ind;H
1127;A00661;Leptodrassus albidus Simon, 1914;species;Leptodrassus albidus Simon, 1914;Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Leptodrassus;albidus;NA;Simon, 1914;I;NonInd;P
1128;A00222;Trox scaber (Linnaeus, 1767);species;Trox scaber Linnaeus, 1767;Animalia;Arthropoda;Insecta;Coleoptera;Trogidae;Trox;scaber;NA;(Linnaeus, 1767);I;NonInd;S
1130;A00573;Agalenatea redii (Scopoli, 1763);species;Agalenatea redii (Scopoli, 1763);Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Agalenatea;redii;NA;(Scopoli, 1763);I;NonInd;P
1131;A00814;Theridion melanostictum O. Pickard-Cambridge, 1876;species;Theridion melanostictum O.Pickard-Cambridge, 1876;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;melanostictum;NA;O. Pickard-Cambridge, 1876;I;NonInd;P
1132;A00909;Pseudoblothrus oromii Mahnert, 1990;species;Pseudoblothrus oromii Mahnert, 1990;Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Syarinidae;Pseudoblothrus;oromii;NA;Mahnert, 1990;E;Ind;P
1133;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1135;A01769;Udea ferrugalis (Hübner, 1796);species;Udea ferrugalis (Hübner, 1796);Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Udea;ferrugalis;NA;(Hübner, 1796);N;Ind;H
1136;A00504;Mogulones geographicus (Goeze, 1777);species;Mogulones geographicus (J.A.E.Goeze, 1777);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Mogulones;geographicus;NA;(Goeze, 1777);I;NonInd;H
1137;A01380;Trigonotylus caelestialium (Kirkaldy, 1902);species;Trigonotylus caelestialium (Kirkaldy, 1902);Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Trigonotylus;caelestialium;NA;(Kirkaldy, 1902);N;Ind;H
1138;NA;Theridiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Gen.;sp.;NA;NA;I;NonInd;P
1140;A00016;Trechus picoensis Machado, 1988;species;Trechus picoensis Machado, 1988;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;picoensis;NA;Machado, 1988;E;Ind;P
1141;A00017;Trechus montanheirorum Oromí & Borges, 1991;species;Trechus montanheirorum Oromi & Borges, 1991;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;montanheirorum;NA;Oromí & Borges, 1991;E;Ind;P
1142;A02411;Zoropsis spinimana (Dufour, 1820);species;Zoropsis spinimana (Dufour, 1820);Animalia;Arthropoda;Arachnida;Araneae;Zoropsidae;Zoropsis;spinimana;NA;(Dufour, 1820);I;NonInd;P
1144;A02222;Sclerodermus domesticus Klug, 1809;species;Sclerodermus domesticus Klug, 1809;Animalia;Arthropoda;Insecta;Hymenoptera;Bethylidae;Sclerodermus;domesticus;NA;Klug, 1809;I;NonInd;P
1146;A00497;Pissodes castaneus (DeGeer, 1775);species;Pissodes castaneus (C.DeGeer, 1775);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Pissodes;castaneus;NA;(DeGeer, 1775);I;NonInd;H
1147;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1148;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1149;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1150;A00499;Dichromacalles dromedarius (Boheman, 1844);species;Dichromacalles dromedarius (Boheman, 1844);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Dichromacalles;dromedarius;NA;(Boheman, 1844);I;NonInd;H
1151;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1153;A01211;Stenocaecilius caboverdensis (Meinander, 1966);species;Stenocaecilius caboverdensis (Meinander, 1966);Animalia;Arthropoda;Insecta;Psocodea;Caeciliusidae;Stenocaecilius;caboverdensis;NA;(Meinander, 1966);N;Ind;S
1154;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
1155;NA;Entomoderus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Entomoderus;sp.;NA;NA;I;NonInd;H
1156;A00677;Menemerus semilimbatus (Hahn, 1829);species;Menemerus semilimbatus (Hahn, 1829);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Menemerus;semilimbatus;NA;(Hahn, 1829);I;NonInd;P
1157;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1158;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1159;A01149;Locusta migratoria (Linnaeus, 1758);species;Locusta migratoria (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Locusta;migratoria;NA;(Linnaeus, 1758);N;Ind;H
1160;A01744;Colias croceus (Fourcroy, 1785);species;Colias croceus (Fourcroy, 1785);Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Colias;croceus;NA;(Fourcroy, 1785);N;Ind;H
1161;A00401;Tarphius acuminatus Gillerfors, 1986;species;Tarphius acuminatus Gillerfors, 1986;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;acuminatus;NA;Gillerfors, 1986;E;Ind;F
1166;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1168;A00128;Drouetius azoricus parallelirostris Machado, 2009;subspecies;Drouetius azoricus parallelirostris Machado, 2009;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Drouetius;azoricus;parallelirostris;Machado, 2009;E;Ind;H
1169;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1170;A00923;Macarorchestia martini Stock, 1989;species;Macarorchestia martini Stock, 1989;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Macarorchestia;martini;NA;Stock, 1989;E;Ind;S
1171;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1172;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1173;A00838;Orsillus depressus (Mulsant & Rey, 1852);species;Orsillus depressus Dallas, 1852;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Orsillus;depressus;NA;(Mulsant & Rey, 1852);I;NonInd;H
1175;A00515;Tychius cuprifer (Panzer, 1799);species;Tychius cuprifer (G.W.F.Panzer, 1799);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Tychius;cuprifer;NA;(Panzer, 1799);I;NonInd;H
1176;A00020;Trechus pereirai Borges, Serrano & Amorim, 2004;species;Trechus pereirai Borges & Serrano&Amorim, 2004;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;pereirai;NA;Borges, Serrano & Amorim, 2004;E;Ind;P
1177;A02465;Liophrurillus flavitarsis (Lucas, 1846);species;Liophrurillus flavitarsis (Lucas, 1846);Animalia;Arthropoda;Arachnida;Araneae;Phrurolithidae;Liophrurillus;flavitarsis;NA;(Lucas, 1846);I;NonInd;P
1178;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;N;Ind;S
1179;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
1180;A02462;Canariphantes relictus Crespo & Bosmans, 2014;species;Canariphantes relictus Crespo & Bosmans, 2014;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Canariphantes;relictus;NA;Crespo & Bosmans, 2014;E;Ind;P
1181;A02456;Theridion melanurum Hahn, 1831;species;Theridion melanurum Hahn, 1831;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;melanurum;NA;Hahn, 1831;I;NonInd;P
1182;A00605;Microctenonyx subitaneus (O. Pickard-Cambridge, 1875);species;Microctenonyx subitaneus (O.Pickard-Cambridge, 1875);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Microctenonyx;subitaneus;NA;(O. Pickard-Cambridge, 1875);I;NonInd;P
1183;A02461;Canariphantes junipericola Crespo & Bosmans, 2014;species;Canariphantes junipericola Crespo & Bosmans, 2014;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Canariphantes;junipericola;NA;Crespo & Bosmans, 2014;E;Ind;P
1184;A00619;Ero aphana (Walckenaer, 1802);species;Ero aphana (Walckenaer, 1802);Animalia;Arthropoda;Arachnida;Araneae;Mimetidae;Ero;aphana;NA;(Walckenaer, 1802);I;NonInd;P
1185;NA;Rhomphaea sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Rhomphaea;sp.;NA;NA;I;NonInd;P
1186;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
1188;A02512;Tarphius wollastoni Crotch, 1867;species;Tarphius wollastoni Crotch, 1867;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;wollastoni;NA;Crotch, 1867;E;Ind;F
1189;A02481;Rhizophagus ferrugineus (Paykull, 1800);species;Rhizophagus ferrugineus (Paykull, 1800);Animalia;Arthropoda;Insecta;Coleoptera;Monotomidae;Rhizophagus;ferrugineus;NA;(Paykull, 1800);I;NonInd;H
1190;A02467;Phrurolinillus lisboensis Wunderlich, 1995;species;Phrurolinillus lisboensis Wunderlich, 1995;Animalia;Arthropoda;Arachnida;Araneae;Phrurolithidae;Phrurolinillus;lisboensis;NA;Wunderlich, 1995;I;NonInd;P
1191;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
1192;NA;Dipoena umbratilis (Simon, 1873);species;Dipoena umbratilis (Simon, 1873);Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Dipoena;umbratilis;NA;(Simon, 1873);I;NonInd;P
1193;A02468;Savigniorrhipis topographicus Crespo, 2013;species;Savigniorrhipis topographicus Crespo, 2013;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Savigniorrhipis;topographicus;NA;Crespo, 2013;E;Ind;P
1194;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
1195;A02457;Gongylidiellum vivum (O. Pickard-Cambridge, 1875);species;Gongylidiellum vivum (O.Pickard-Cambridge, 1875);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gongylidiellum;vivum;NA;(O. Pickard-Cambridge, 1875);I;NonInd;P
1196;A00613;Typhochrestus acoreensis Wunderlich, 1992;species;Typhochrestus acoreensis Wunderlich, 1992;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Typhochrestus;acoreensis;NA;Wunderlich, 1992;E;Ind;P
1197;A00934;Oxycarenus lavaterae (Fabricius, 1787);species;Oxycarenus lavaterae (Fabricius, 1787);Animalia;Arthropoda;Insecta;Hemiptera;Oxycarenidae;Oxycarenus;lavaterae;NA;(Fabricius, 1787);I;NonInd;H
1199;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1200;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1203;NA;Psocidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Psocidae;Gen.;sp.;NA;NA;I;NonInd;S
1204;NA;Psocidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Psocidae;Gen.;sp.;NA;NA;I;NonInd;S
1205;A02459;Monochamus galloprovincialis (Olivier, 1795);species;Monochamus galloprovincialis (Olivier, 1795);Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Monochamus;galloprovincialis;NA;(Olivier, 1795);I;NonInd;H
1206;NA;Anthocoridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Anthocoridae;Gen.;sp.;NA;NA;I;NonInd;P
1207;A00572;Tetragnatha extensa (Linnaeus, 1758);species;Tetragnatha extensa (Linnaeus, 1758);Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha;extensa;NA;(Linnaeus, 1758);I;NonInd;P
1208;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1209;A00564;Scytodes thoracica (Latreille, 1802);species;Scytodes thoracica (Latreille, 1802);Animalia;Arthropoda;Arachnida;Araneae;Scytodidae;Scytodes;thoracica;NA;(Latreille, 1802);I;NonInd;P
1210;NA;Theridiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Gen.;sp.;NA;NA;I;NonInd;P
1211;A00028;Calathus carvalhoi Serrano & Borges, 1986;species;Calathus carvalhoi Serrano & Borges, 1986;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Calathus;carvalhoi;NA;Serrano & Borges, 1986;E;Ind;P
1212;A00076;Helochares lividus (Forster, 1771);species;Helochares lividus (J.R.Forster, 1771);Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;lividus;NA;(Forster, 1771);I;NonInd;S
1214;A02513;Tarphius gabrielae Borges & Serrano, 2017;species;Tarphius gabrielae Borges & Serrano, 2017;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;gabrielae;NA;Borges & Serrano, 2017;E;Ind;F
1215;A00400;Tarphius azoricus Gillerfors, 1986;species;Tarphius azoricus Gillerfors, 1986;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;azoricus;NA;Gillerfors, 1986;E;Ind;F
1216;A02515;Tarphius relictus Borges & Serrano, 2017;species;Tarphius relictus Borges & Serrano, 2017;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;relictus;NA;Borges & Serrano, 2017;E;Ind;F
1217;A02514;Tarphius furtadoi Borges & Serrano, 2017;species;Tarphius furtadoi Borges & Serrano, 2017;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;furtadoi;NA;Borges & Serrano, 2017;E;Ind;F
1219;NA;Atheta sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;sp.;NA;NA;E;Ind;P
1220;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;E;Ind;P
1221;NA;Aloconota gregaria (Erichson, 1839);species;Aloconota gregaria (Erichson, 1839);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aloconota;gregaria;NA;(Erichson, 1839);I;NonInd;P
1222;NA;Aphididae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Gen.;sp.;NA;NA;I;NonInd;H
1223;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;E;Ind;H
1224;NA;Scymnus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Scymnus;sp.;NA;NA;I;NonInd;P
1225;A02483;Siphanta acuta (Walker, 1851);species;Siphanta acuta (Walker, 1851);Animalia;Arthropoda;Insecta;Hemiptera;Flatidae;Siphanta;acuta;NA;(Walker, 1851);I;NonInd;H
1228;NA;Atheta sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;sp.;NA;NA;E;Ind;P
1229;A01368;Miridius quadrivirgatus (A. Costa, 1853);species;Miridius quadrivirgatus (A.Costa, 1853);Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Miridius;quadrivirgatus;NA;(A. Costa, 1853);N;Ind;H
1230;NA;Aphididae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
1234;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;E;Ind;S
